"Index","Date","Person","InterviewType","Winner","Text","PersonType"
1359,2019-05-29,"Steve Kerr","Practice","N/A","STEVE KERR: Well, he's tough.  That's the thing that jumps out at you when you watch Kyle is he's a leader and he's tough, physically and mentally.  I think he's in a perfect role where he can lead without having to be the best player.  They have the continuity now of having this team around him, and then you add Kawhi, the superstar.  Now I think Kyle can be in the perfect role for himself and for his team, which is point guard, leader.  He can step up and have big games when he has to, but he's not relied on for that scoring night in and night out.","Coach"
1360,2019-05-29,"Jonas Jerebko","Practice","N/A","JONAS JEREBKO: It's been a circus all year.  So it's not really different.  I'm really just looking forward to Game 1 and take it one game at a time.  This just comes with it.  I've done media all year.  There might be a few more cameras and a few more people, but that's it","Player"
1361,2019-05-29,"Jonas Jerebko","Practice","N/A","JONAS JEREBKO: They have had a great year.  Obviously they're in The Finals, coming out of the East.  They have got a great team, great coach.  So it's going to be tough, but we're tough to beat too.","Player"
1362,2019-05-29,"Jonas Jerebko","Practice","N/A","JONAS JEREBKO: Yeah, I feel like the last few years everybody is trying to play like Golden State and mirror them.  That is ball movement.  Just like I said, they played great all year.  They're a tough team.  They move the ball well.  They're great in transition.  Have a good defense.  Just looking forward to getting out there","Player"
1363,2019-05-29,"Jonas Jerebko","Practice","N/A","JONAS JEREBKO: NBA Finals, ever since I was a kid it's been the goal of my life.  So to be here now -- we have been off for 10 days since the last game, so I just want it to be tomorrow already.  I want to get going.  It's one game at a time, and all I'm looking forward to is tomorrow","Player"
1364,2019-05-29,"Jonas Jerebko","Practice","N/A","JONAS JEREBKO: Yeah, it's awesome to be here in Canada.  I don't know the percentage of people in Canada who watched that last game, but I bet you it will be more tomorrow.  And it's just awesome.  Basketball is getting bigger all over the world, and it's the best sport in the world.  We are just trying to promote it as much as we can in the NBA.  A lot of international players on the floor and on the other team in Toronto, and then myself trying to promote it back in Europe.","Player"
1365,2019-05-29,"Jonas Jerebko","Practice","N/A","JONAS JEREBKO: Yeah, they want to talk to me now when it's The Finals, but I'm always trying to promote basketball back home in Sweden.  It's also growing.  Maybe at a slower pace than other countries, but I feel the support at home.  It's The Finals now so now they're going to come around, hopefully","Player"
1366,2019-05-29,"Jonas Jerebko","Practice","N/A","JONAS JEREBKO: This is what you play for.  This is why you put in all the hours in the offseason.  This is why you're late in the gym or get up early in the morning to go for a run or whatever it might be.  These are the moments you are trying to get to.  I'm really just trying to take it one game at a time, looking forward to tomorrow.  But, yeah, it's been a lifelong dream to be in The Finals.","Player"
1367,2019-05-29,"Jonas Jerebko","Practice","N/A","JONAS JEREBKO: I feel like we play well on the road.  We played well on the road all year.  I'm not really worried about starting at home or on the road.  Our mindset is going to be the same.  We're going to try to execute our game plan and just go out there and play our game.","Player"
1368,2019-05-29,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: We all have expectations of ourselves.  We raise the bar just as high as anyone else does for us.  For us, it's just getting through the regular season, getting through the noise.  There's more and more noise every year, especially with our team and how many eyeballs we draw.  Just keeping a level head and understanding the roller coaster of the season.  Just getting through each phase.  It sounds easy, but there's a lot of mental preparation that goes into it","Player"
1369,2019-05-29,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: Honestly, just pieces fell into the right place at the right time.  It's a true blessing just how things kind of came into place.  You really can't plan for the way things came about for us.  It was just the right time and the right guys at the right time.  The guys being brought up in the right environment for them to succeed and then other guys being in the right place at the right time.  Everything just seemed like it the stars were aligned","Player"
1370,2019-05-29,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: Game 1 is kind of like a feel-out game.  Neither team played at full strength against each other this year and it's a different look for each team, so it's kind of going to be a lot of wild punches thrown and guys trying to figure out where to find their rhythm, their groove.  There's going to be a lot of energy in this building, so just understanding the patience it's going to take.  Just getting through all of that and not letting the moment take too much control of you and just trying to settle in as best as possible","Player"
1371,2019-05-29,"Andre Iguodala","Practice","N/A","ANDRE IGUODALA: Well, we always say that we respect the opponent.  Understanding what you're going up against.  There are two teams here and both of them deserve it.  They did the right things, and it's more than just talent -- having the effort, chemistry, camaraderie.  That team, we really respect them.  They put their work in and they're coming out without fear.  We know the preparation that they put in to try to come in and prove everybody wrong.  Everybody is counting them out as if we just win and just go out and the game's over.  But teams really believe in themselves and we have to be ready for the challenge","Player"
